GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052
"G3600570","1980","A","1","2","New York","36","0160","Montgomery","057",,,,,,,,,,,,,"05",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53439,25532,27907,52424,262,65,0,0,11,23,16,21,30,2,2,2,0,581,51849,50,985,42,513,621,1399,1289,651,687,2379,3315,881,889,899,940,786,775,774,720,2288,3939,3648,5116,5547,3433,1364,2009,5435,2677,978,331,708,661,329,361,1230,1698,456,455,452,501,402,372,343,360,1143,2010,1805,2526,2588,1600,643,934,2350,972,302,290,691,628,322,326,1149,1617,425,434,447,439,384,403,431,360,1145,1929,1843,2590,2959,1833,721,1075,3085,1705,676
"G3600590","1980","A","1","2","New York","36","5380","Nassau","059",,,,,,,,"70",,,,,"G",,,,,,,,"NASSAU COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1321582,635474,686108,1204208,90743,872,15,5,1460,5226,2317,1886,3251,259,41,22,10,11267,1278296,1551,13984,4143,23608,13533,27003,28342,14684,14596,51711,84717,24137,25860,27186,27259,23873,23520,23048,22439,63032,90751,90924,154017,179600,97311,32827,40816,85701,41691,13004,6855,14029,14466,7626,7554,26520,43518,12362,13218,13830,14008,12178,11797,11456,11256,31735,44768,43133,71288,83539,47414,16356,20238,38724,14017,3589,6678,12974,13876,7058,7042,25191,41199,11775,12642,13356,13251,11695,11723,11592,11183,31297,45983,47791,82729,96061,49897,16471,20578,46977,27674,9415
"G3600610","1980","B","1","2","New York","36","5600","New York","061",,,,,,,,"70",,,,,"G",,,,,,,,"NEW YORK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1428285,669704,758581,841204,309854,2922,49,65,5737,51846,5373,2791,6037,570,369,72,89,201307,1092038,6438,166328,20439,143042,15734,27536,25882,12248,11912,38527,56678,15381,15825,16576,16945,17747,18979,20121,21007,84933,163207,145757,196430,158500,77287,28042,38594,118832,68720,16885,7923,14059,13234,6316,5991,19678,28655,7710,7935,8190,8424,8567,9270,9475,9837,38807,78412,71131,97967,78195,35459,12194,16364,46417,24245,5249,7811,13477,12648,5932,5921,18849,28023,7671,7890,8386,8521,9180,9709,10646,11170,46126,84795,74626,98463,80305,41828,15848,22230,72415,44475,11636
"G3600630","1980","A","1","2","New York","36","1280","Niagara","063",,,,,,,,,,,,,"A",,,,,,,,"NIAGARA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",227354,109638,117716,212873,11028,2325,1,3,74,70,44,99,144,42,10,3,0,638,225538,298,556,40,922,3263,6097,5973,2980,3001,10334,14892,3899,4268,4308,4329,4428,4400,4335,4289,11852,17503,15980,23822,24688,13518,5053,7015,16687,7872,2568,1676,3106,3064,1505,1560,5284,7619,1973,2184,2181,2182,2194,2088,2081,2045,5852,8621,7857,11455,11983,6330,2362,3315,7391,2914,816,1587,2991,2909,1475,1441,5050,7273,1926,2084,2127,2147,2234,2312,2254,2244,6000,8882,8123,12367,12705,7188,2691,3700,9296,4958,1752
"G3600650","1980","A","1","2","New York","36","8680","Oneida","065",,,,,,,,,,,,,"D",,,,,,,,"ONEIDA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",253466,122243,131223,243022,7719,375,4,4,131,170,129,148,180,28,32,19,4,1501,250847,413,1211,46,949,3527,6486,6514,3214,3176,11408,16940,4648,4897,4979,4899,4787,4867,4951,4638,12429,18545,17509,26593,25879,14945,5682,7969,20010,10142,3832,1836,3314,3438,1680,1674,5829,8669,2346,2539,2537,2525,2458,2423,2537,2359,6237,9214,8563,12981,12506,7020,2608,3694,8557,3592,1107,1691,3172,3076,1534,1502,5579,8271,2302,2358,2442,2374,2329,2444,2414,2279,6192,9331,8946,13612,13373,7925,3074,4275,11453,6550,2725
"G3600670","1980","A","1","2","New York","36","8160","Onondaga","067",,,,,,,,,,,,,"C",,,,,,,,"ONONDAGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",463920,221938,241982,424786,30117,3257,12,5,265,712,365,425,774,233,24,11,5,2929,459190,773,1729,257,1971,6727,12307,11939,6062,5742,20237,30227,8205,8640,8988,9035,9774,10044,9947,9804,26724,39854,34876,49462,48171,25202,9137,11968,29899,15978,4971,3396,6254,6060,3092,2938,10318,15383,4138,4445,4506,4564,4836,4921,4755,4828,13151,19311,16949,23693,23036,11886,4198,5579,12664,5614,1423,3331,6053,5879,2970,2804,9919,14844,4067,4195,4482,4471,4938,5123,5192,4976,13573,20543,17927,25769,25135,13316,4939,6389,17235,10364,3548
"G3600690","1980","A","1","2","New York","36","6840","Ontario","069",,,,,,,,,,,,,"02",,,,,,,,"ONTARIO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",88909,43899,45010,86629,1458,141,0,0,26,39,20,44,48,10,4,1,1,488,87951,111,614,29,204,1201,2418,2294,1199,1117,4120,6055,1574,1707,1705,1763,1801,1902,1716,1625,4294,7132,7319,10160,8846,4604,1617,2427,6138,3107,1068,587,1284,1118,569,592,2111,3146,793,842,887,887,909,979,872,830,2118,3535,3591,5096,4480,2277,823,1148,2856,1214,355,614,1134,1176,630,525,2009,2909,781,865,818,876,892,923,844,795,2176,3597,3728,5064,4366,2327,794,1279,3282,1893,713
"G3600710","1980","A","1","2","New York","36","5660","Orange","071",,,,,,,,,,,,,"09",,,,,,,,"ORANGE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",259603,128214,131389,237359,16225,426,6,1,162,350,209,265,275,38,28,4,1,4254,248343,669,7166,411,3014,4017,7650,7719,3879,3700,13347,18757,4904,5050,5259,4956,4720,5099,4846,4628,11457,19132,21795,32364,25178,12137,4532,6293,17202,8510,2472,2050,3912,3937,2024,1907,6770,9584,2509,2662,2728,2603,2570,2820,2754,2610,5912,9191,10618,16220,12512,5832,2136,2882,7587,3132,752,1967,3738,3782,1855,1793,6577,9173,2395,2388,2531,2353,2150,2279,2092,2018,5545,9941,11177,16144,12666,6305,2396,3411,9615,5378,1720
"G3600730","1980","A","1","2","New York","36","6840","Orleans","073",,,,,,,,,,,,,"01",,,,,,,,"ORLEANS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38496,18940,19556,36023,1988,156,0,3,9,3,14,12,19,16,6,0,0,247,38091,58,266,11,70,600,1098,1005,527,536,1927,2847,745,838,819,867,740,625,540,586,1799,2843,2821,4343,3864,2009,755,1113,2666,1438,545,296,582,496,276,278,976,1455,372,421,448,448,397,306,273,271,904,1430,1412,2194,1908,983,378,521,1207,548,160,304,516,509,251,258,951,1392,373,417,371,419,343,319,267,315,895,1413,1409,2149,1956,1026,377,592,1459,890,385
"G3600750","1980","A","1","2","New York","36","8160","Oswego","075",,,,,,,,,,,,,"C",,,,,,,,"OSWEGO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",113901,56083,57818,112603,434,306,1,1,67,62,27,41,123,26,2,1,0,207,113305,121,236,13,226,1850,3602,3421,1707,1653,5836,8200,2185,2285,2339,2215,2774,2917,2955,2828,6207,9096,8119,12089,10390,5373,1939,2801,6761,3293,1066,918,1836,1744,852,860,2977,4234,1094,1197,1243,1126,1363,1432,1460,1449,3120,4553,4079,5980,5200,2552,906,1340,3033,1230,305,932,1766,1677,855,793,2859,3966,1091,1088,1096,1089,1411,1485,1495,1379,3087,4543,4040,6109,5190,2821,1033,1461,3728,2063,761
"G3600770","1980","A","1","2","New York","36",,"Otsego","077",,,,,,,,,,,,,"06",,,,,,,,"OTSEGO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",59075,28069,31006,58283,355,65,3,2,31,45,21,34,68,2,4,0,2,160,58661,46,143,12,213,772,1353,1342,632,625,2360,3445,926,1003,1029,1008,1968,2136,2079,1986,3013,4089,3769,5779,5373,3058,1122,1721,4887,2642,958,422,683,687,335,322,1209,1765,490,486,551,491,875,924,921,883,1464,2003,1917,2805,2599,1405,515,829,2183,1028,277,350,670,655,297,303,1151,1680,436,517,478,517,1093,1212,1158,1103,1549,2086,1852,2974,2774,1653,607,892,2704,1614,681
"G3600790","1980","A","1","2","New York","36","5600","Putnam","079",,,,,,,,"70",,,,,"09",,,,,,,,"PUTNAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",77193,38246,38947,76091,417,33,1,0,50,117,43,64,105,7,0,3,0,262,75921,67,544,94,567,1014,2033,2170,1171,1127,4167,6254,1632,1742,1636,1604,1306,1100,1022,991,2994,5700,6843,11558,7968,3142,1130,1559,4559,2223,548,533,1049,1122,597,573,2135,3311,860,890,848,840,649,537,511,492,1496,2672,3325,5748,4142,1575,530,723,2006,895,187,481,984,1048,574,554,2032,2943,772,852,788,764,657,563,511,499,1498,3028,3518,5810,3826,1567,600,836,2553,1328,361
"G3600810","1980","B","1","2","New York","36","5600","Queens","081",,,,,,,,"70",,,,,"G",,,,,,,,"QUEENS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1891325,878181,1013144,1335805,354129,2748,34,32,5487,39135,11196,14486,21736,1418,192,92,38,104797,1628903,4285,83425,22182,152530,24128,44326,42945,21257,20612,68500,99875,27414,28672,29382,29363,27352,28355,29292,29553,95390,158643,143692,216764,216211,121150,45186,61935,170253,88747,22328,12426,22567,21813,10841,10470,34853,50510,13886,14338,14901,14840,13629,13752,14052,13992,45088,76971,69368,101909,98035,54416,20130,27311,69930,31243,6910,11702,21759,21132,10416,10142,33647,49365,13528,14334,14481,14523,13723,14603,15240,15561,50302,81672,74324,114855,118176,66734,25056,34624,100323,57504,15418
"G3600830","1980","A","1","2","New York","36","0160","Rensselaer","083",,,,,,,,,,,,,"F",,,,,,,,"RENSSELAER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",151966,73968,77998,146213,4117,170,4,1,103,251,88,114,228,31,1,0,2,643,150814,174,368,50,560,2143,3844,3880,1856,1978,6933,10018,2769,2770,2892,2885,3397,3688,3638,3281,7933,11906,11223,15749,15096,7876,3053,4209,11164,6037,1748,1071,1930,2051,935,1025,3624,5140,1432,1413,1449,1455,1858,2072,1934,1787,4095,5978,5548,7664,7285,3690,1382,1880,4638,2143,489,1072,1914,1829,921,953,3309,4878,1337,1357,1443,1430,1539,1616,1704,1494,3838,5928,5675,8085,7811,4186,1671,2329,6526,3894,1259
"G3600850","1980","B","1","2","New York","36","5600","Richmond","085",,,,,,,,"70",,,,,"G",,,,,,,,"RICHMOND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",352121,169807,182314,313534,25616,374,5,4,171,1822,1918,1136,1587,32,23,12,8,5879,333237,473,11055,892,6464,4878,9577,9948,5066,4962,16657,24969,6598,6803,6658,6408,5907,5974,5752,5619,16847,29171,30734,45317,36557,17616,6358,8620,21461,10378,3286,2457,4944,5012,2604,2515,8610,12703,3444,3505,3353,3314,2984,2989,2777,2777,8096,14000,14773,22309,17782,8378,2924,3831,9093,3657,976,2421,4633,4936,2462,2447,8047,12266,3154,3298,3305,3094,2923,2985,2975,2842,8751,15171,15961,23008,18775,9238,3434,4789,12368,6721,2310
"G3600870","1980","A","1","2","New York","36","5600","Rockland","087",,,,,,,,"70",,,,,"G",,,,,,,,"ROCKLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",259530,125705,133825,232666,18016,538,12,6,225,1042,1497,408,966,134,16,10,3,3991,247758,304,6418,591,4459,3449,6718,7130,3676,3610,12843,20049,5506,5706,5808,5754,4610,4348,4040,3984,11368,16981,20438,37270,33038,12489,3824,4809,12719,7158,2205,1775,3497,3593,1831,1855,6627,10276,2830,2872,3009,3012,2309,2148,2008,1970,5623,8072,9394,17607,16630,6356,1925,2316,5148,2395,627,1674,3221,3537,1845,1755,6216,9773,2676,2834,2799,2742,2301,2200,2032,2014,5745,8909,11044,19663,16408,6133,1899,2493,7571,4763,1578
"G3600890","1980","A","1","2","New York","36",,"St Lawrence","089",,,,,,,,,,,,,"07",,,,,,,,"ST. LAWRENCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",114254,56532,57722,112997,230,441,1,1,39,93,30,57,148,12,13,3,0,189,113692,167,91,18,286,1688,3195,3158,1578,1546,5588,7562,2145,2240,2278,2294,3591,4342,3901,3375,5965,8071,7251,11137,10910,5549,1990,2648,7306,3792,1154,861,1631,1649,841,808,2886,3887,1096,1139,1142,1128,1908,2346,2126,1874,3196,4042,3584,5435,5264,2659,932,1231,3151,1387,329,827,1564,1509,737,738,2702,3675,1049,1101,1136,1166,1683,1996,1775,1501,2769,4029,3667,5702,5646,2890,1058,1417,4155,2405,825
"G3600910","1980","A","1","2","New York","36","0160","Saratoga","091",,,,,,,,,,,,,"F",,,,,,,,"SARATOGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",153759,75149,78610,151277,1409,184,0,0,40,148,76,88,181,29,10,2,2,313,152757,145,237,52,568,2205,4437,4461,2294,2210,8021,11598,3042,3173,3167,3029,2751,2849,2580,2570,7282,12654,13453,19535,15165,7238,2603,3384,8661,4145,1252,1139,2278,2300,1176,1130,4120,5955,1568,1627,1578,1521,1273,1338,1184,1101,3555,6301,6594,9762,7538,3522,1247,1614,3877,1468,383,1066,2159,2161,1118,1080,3901,5643,1474,1546,1589,1508,1478,1511,1396,1469,3727,6353,6859,9773,7627,3716,1356,1770,4784,2677,869
"G3600930","1980","A","1","2","New York","36","0160","Schenectady","093",,,,,,,,,,,,,"F",,,,,,,,"SCHENECTADY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",149946,71262,78684,143439,4682,195,2,0,63,344,87,160,297,65,5,1,0,606,148569,151,471,78,677,1916,3603,3507,1789,1793,6128,9161,2442,2632,2678,2748,2416,2564,2473,2465,7108,11667,10945,15879,16475,9321,3600,5004,12839,6641,2152,1025,1808,1757,923,968,3099,4775,1214,1336,1353,1389,1246,1322,1250,1228,3456,5736,5334,7656,7798,4317,1663,2330,5291,2402,586,891,1795,1750,866,825,3029,4386,1228,1296,1325,1359,1170,1242,1223,1237,3652,5931,5611,8223,8677,5004,1937,2674,7548,4239,1566
"G3600950","1980","A","1","2","New York","36",,"Schoharie","095",,,,,,,,,,,,,"06",,,,,,,,"SCHOHARIE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",29710,14549,15161,29247,252,50,1,2,6,6,8,17,17,2,2,1,0,99,29387,36,159,11,117,371,647,712,370,394,1341,1907,557,539,585,588,1073,1410,798,518,1203,1986,1990,3114,2783,1585,557,810,2234,1234,404,194,329,343,185,196,736,1005,291,291,299,294,472,661,393,273,608,972,983,1528,1405,773,269,415,1018,494,122,177,318,369,185,198,605,902,266,248,286,294,601,749,405,245,595,1014,1007,1586,1378,812,288,395,1216,740,282
"G3600970","1980","A","1","2","New York","36",,"Schuyler","097",,,,,,,,,,,,,"03",,,,,,,,"SCHUYLER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",17686,8645,9041,17508,72,34,1,3,6,2,6,6,3,0,0,1,0,44,17617,16,20,1,32,264,498,512,238,268,861,1269,334,383,393,396,331,276,242,249,768,1282,1308,1979,1792,973,375,499,1282,651,263,128,241,261,143,126,435,647,166,188,185,201,170,132,145,138,367,636,640,979,907,447,158,248,601,272,84,136,257,251,95,142,426,622,168,195,208,195,161,144,97,111,401,646,668,1000,885,526,217,251,681,379,179
"G3600990","1980","A","1","2","New York","36",,"Seneca","099",,,,,,,,,,,,,"02",,,,,,,,"SENECA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",33733,16572,17161,33113,337,48,0,2,25,26,13,30,30,9,0,5,4,91,33450,50,142,7,84,469,895,820,457,440,1559,2255,548,609,681,644,644,636,645,570,1645,2524,2400,3766,3525,1886,705,986,2598,1340,486,232,478,429,217,222,783,1149,293,299,370,317,336,348,352,306,850,1271,1177,1897,1723,892,356,471,1171,520,113,237,417,391,240,218,776,1106,255,310,311,327,308,288,293,264,795,1253,1223,1869,1802,994,349,515,1427,820,373
"G3601010","1980","A","1","2","New York","36",,"Steuben","101",,,,,,,,,,,,,"03",,,,,,,,"STEUBEN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",99217,48414,50803,97635,893,142,0,0,30,79,37,31,129,9,3,3,0,226,98832,114,88,9,174,1518,2911,2788,1472,1324,4817,6982,1803,2000,1990,2105,1666,1525,1502,1441,4421,7523,6871,10960,10404,5457,2189,2878,7393,3962,1315,795,1502,1420,742,651,2433,3593,929,1023,1012,1089,859,720,730,677,2213,3704,3382,5421,5044,2629,1082,1382,3420,1547,415,723,1409,1368,730,673,2384,3389,874,977,978,1016,807,805,772,764,2208,3819,3489,5539,5360,2828,1107,1496,3973,2415,900
"G3601030","1980","A","1","2","New York","36","5380","Suffolk","103",,,,,,,,"70",,,,,"G",,,,,,,,"SUFFOLK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1284231,624843,659388,1185109,71741,1925,23,18,862,3711,1710,1608,2013,310,44,21,18,15118,1225542,1803,35935,2549,18402,16813,34176,36403,19160,18823,66984,101032,27093,28559,28438,28243,24319,23124,21493,20361,57003,91970,103569,170392,142827,60585,20083,26953,69769,36070,9989,8572,17510,18767,9867,9666,34323,51804,13812,14547,14602,14301,12278,11566,10807,10234,27919,44118,48767,82110,71436,30223,9627,12549,29613,12952,2873,8241,16666,17636,9293,9157,32661,49228,13281,14012,13836,13942,12041,11558,10686,10127,29084,47852,54802,88282,71391,30362,10456,14404,40156,23118,7116
"G3601050","1980","A","1","2","New York","36",,"Sullivan","105",,,,,,,,,,,,,"09",,,,,,,,"SULLIVAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65155,32934,32221,59071,4446,122,0,0,23,204,40,24,74,12,4,1,1,1133,62499,100,1679,98,779,868,1691,1547,743,773,2690,3848,1045,1195,1306,1281,1160,1188,975,946,2906,4895,4802,7155,6905,3841,1452,2108,6264,2825,746,459,858,760,373,373,1386,2001,528,635,690,682,615,643,553,524,1575,2570,2526,3645,3514,1882,705,1037,2941,1220,239,409,833,787,370,400,1304,1847,517,560,616,599,545,545,422,422,1331,2325,2276,3510,3391,1959,747,1071,3323,1605,507
"G3601070","1980","A","1","2","New York","36","0960","Tioga","107",,,,,,,,,,,,,"03",,,,,,,,"TIOGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49812,24543,25269,49192,277,59,1,0,14,48,22,39,34,43,3,1,0,79,49548,68,68,14,114,756,1507,1503,747,754,2574,4007,1020,1117,1183,1151,903,773,717,714,2265,3651,3755,6321,5502,2423,803,1055,2791,1378,442,402,775,763,382,387,1336,2091,500,581,572,570,450,389,368,327,1125,1799,1798,3121,2837,1172,406,504,1218,538,132,354,732,740,365,367,1238,1916,520,536,611,581,453,384,349,387,1140,1852,1957,3200,2665,1251,397,551,1573,840,310
"G3601090","1980","A","1","2","New York","36",,"Tompkins","109",,,,,,,,,,,,,"03",,,,,,,,"TOMPKINS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",87085,43414,43671,81455,2721,121,8,4,321,843,70,236,351,65,9,4,7,870,85800,163,298,90,734,1113,1932,1774,928,842,2905,4236,1168,1222,1285,1427,3607,4697,4467,4356,7264,9095,6872,8141,6506,3219,1217,1560,4275,2174,803,581,985,897,485,418,1518,2207,612,633,665,734,1776,2401,2328,2342,3870,4658,3529,4039,3128,1487,578,708,1812,784,239,532,947,877,443,424,1387,2029,556,589,620,693,1831,2296,2139,2014,3394,4437,3343,4102,3378,1732,639,852,2463,1390,564
"G3601110","1980","A","1","2","New York","36",,"Ulster","111",,,,,,,,,,,,,"09",,,,,,,,"ULSTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",158158,77668,80490,148634,6474,277,2,1,96,385,89,113,126,55,15,4,4,1883,153227,264,3072,146,1449,1976,3831,3807,1915,1972,6721,10234,2874,3020,3043,2977,2876,2972,2927,2853,8116,12562,12677,18611,16685,7954,2883,4212,12310,6317,1833,1019,1935,1962,966,1008,3483,5249,1534,1498,1580,1589,1432,1430,1459,1483,4296,6400,6280,9357,8279,3797,1331,1933,5327,2446,595,957,1896,1845,949,964,3238,4985,1340,1522,1463,1388,1444,1542,1468,1370,3820,6162,6397,9254,8406,4157,1552,2279,6983,3871,1238
"G3601130","1980","A","1","2","New York","36","2975","Warren","113",,,,,,,,,,,,,"08",,,,,,,,"WARREN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",54854,26068,28786,54343,240,65,1,0,9,21,18,33,37,4,2,6,0,75,54489,117,64,11,173,783,1517,1465,764,702,2753,3992,1066,1152,1062,1106,1052,920,850,814,2543,4142,4115,5962,5454,2916,1049,1453,4273,2272,677,418,777,732,385,366,1403,2026,555,574,505,552,512,453,399,372,1209,2011,1992,2928,2553,1392,494,651,1821,808,180,365,740,733,379,336,1350,1966,511,578,557,554,540,467,451,442,1334,2131,2123,3034,2901,1524,555,802,2452,1464,497
"G3601150","1980","A","1","2","New York","36","2975","Washington","115",,,,,,,,,,,,,"08",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",54795,27238,27557,53429,913,58,0,1,10,9,15,25,14,1,0,0,0,320,54191,51,391,6,156,737,1513,1543,799,791,2779,4108,1128,1150,1171,1180,1018,891,851,857,2599,4187,3810,6200,5405,2715,1050,1488,4001,2129,695,382,761,808,420,417,1416,2111,567,586,592,607,543,477,434,445,1382,2339,2011,3145,2617,1278,498,675,1817,719,191,355,752,735,379,374,1363,1997,561,564,579,573,475,414,417,412,1217,1848,1799,3055,2788,1437,552,813,2184,1410,504
"G3601170","1980","A","1","2","New York","36","6840","Wayne","117",,,,,,,,,,,,,"01",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",84581,41561,43020,81035,2728,168,6,0,16,30,17,43,28,22,2,0,0,486,83701,78,597,16,189,1359,2553,2442,1280,1212,4457,6278,1626,1743,1728,1786,1476,1273,1213,1259,3835,6634,6898,10455,8436,3932,1451,2129,5582,2640,904,678,1260,1290,646,619,2241,3253,877,910,911,893,779,644,627,583,1873,3230,3368,5255,4227,1872,682,989,2549,1016,289,681,1293,1152,634,593,2216,3025,749,833,817,893,697,629,586,676,1962,3404,3530,5200,4209,2060,769,1140,3033,1624,615
"G3601190","1980","A","1","2","New York","36","5600","Westchester","119",,,,,,,,"70",,,,,"G",,,,,,,,"WESTCHESTER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",866599,407933,458666,729831,104815,693,16,13,4762,3566,1299,1715,3484,211,60,22,7,16105,821033,2418,17781,5021,20346,9800,18461,18745,9662,9636,33450,53966,15258,15877,16350,16251,14132,13787,13329,13234,40038,63286,63882,108107,107447,53530,18455,25757,68329,35386,10444,5001,9426,9596,4909,4804,17265,27699,7755,8213,8396,8349,6897,6362,6272,6415,19368,30463,30274,50166,50618,25208,8596,11632,28831,12456,2962,4799,9035,9149,4753,4832,16185,26267,7503,7664,7954,7902,7235,7425,7057,6819,20670,32823,33608,57941,56829,28322,9859,14125,39498,22930,7482
"G3601210","1980","A","1","2","New York","36",,"Wyoming","121",,,,,,,,,,,,,"02",,,,,,,,"WYOMING COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",39895,20612,19283,38499,1020,70,1,0,10,15,14,29,15,0,3,0,0,219,39602,30,191,9,63,644,1197,1174,589,579,1981,2797,728,844,805,800,671,620,602,642,2031,3467,3174,4674,3741,1855,700,1037,2643,1390,510,319,633,595,316,277,1041,1473,387,445,405,387,366,338,317,349,1127,1952,1794,2553,1910,890,318,515,1199,548,158,325,564,579,273,302,940,1324,341,399,400,413,305,282,285,293,904,1515,1380,2121,1831,965,382,522,1444,842,352
